year,district,crop,yield_t_ha,sown_area_ha,gross_output_t
1998,Аккольский,Зерновые и бобовые,0.36,113700.0,40932.0
1999,Аккольский,Зерновые и бобовые,1.49,84500.0,125905.0
2000,Аккольский,Зерновые и бобовые,0.95,95000.0,90250.0
2001,Аккольский,Зерновые и бобовые,1.19,100000.0,119000.0
2002,Аккольский,Зерновые и бобовые,0.86,133000.0,114380.0
2003,Аккольский,Зерновые и бобовые,0.78,133000.0,103740.0
2004,Аккольский,Зерновые и бобовые,0.47000000000000003,133400.0,62698.00000000001
2005,Аккольский,Зерновые и бобовые,0.71,138000.0,97980.0
2006,Аккольский,Зерновые и бобовые,0.9400000000000001,114508.0,107637.52
2007,Аккольский,Зерновые и бобовые,0.9199999999999999,123630.0,113739.59999999999
2008,Аккольский,Зерновые и бобовые,0.4,143008.0,57203.200000000004
2009,Аккольский,Зерновые и бобовые,1.27,146037.0,185466.99
2010,Аккольский,Зерновые и бобовые,0.5599999999999999,134197.0,75150.31999999999
2011,Аккольский,Зерновые и бобовые,1.28,124336.0,159150.08000000002
2012,Аккольский,Зерновые и бобовые,0.5900000000000001,133309.0,78652.31000000001
2013,Аккольский,Зерновые и бобовые,0.9400000000000001,128355.68,120654.3392
2014,Аккольский,Зерновые и бобовые,0.82,123428.51,101211.37819999999
2015,Аккольский,Зерновые и бобовые,1.02958,107764.0,110951.65912
2016,Аккольский,Зерновые и бобовые,1.08842,122333.0,133149.68386
2017,Аккольский,Зерновые и бобовые,0.93666,125840.6,117869.85639600002
2018,Аккольский,Зерновые и бобовые,1.05,127839.0,134230.95
2019,Аккольский,Зерновые и бобовые,0.96,137887.7,132372.192
2020,Аккольский,Зерновые и бобовые,1.2,138412.0,166094.4
2021,Аккольский,Зерновые и бобовые,0.8918200000000001,139092.1,124045.11662200002
2022,Аккольский,Зерновые и бобовые,1.06328,169757.1,180499.329288
2023,Аккольский,Зерновые и бобовые,0.51,165470.5,84389.955
2024,Аккольский,Зерновые и бобовые,1.45,157445.9,228296.555
2025,Аккольский,Зерновые и бобовые,1.56,155440.3,242486.868
1997,Аккольский,Пшеница,0.45999999999999996,132000.0,60719.99999999999
1998,Аккольский,Пшеница,0.36,106000.0,38160.0
1999,Аккольский,Пшеница,1.47,78.5,115.395
2000,Аккольский,Пшеница,0.89,86.9,77.34100000000001
2001,Аккольский,Пшеница,1.17,86.8,101.556
2002,Аккольский,Пшеница,0.8300000000000001,116.5,96.69500000000001
2003,Аккольский,Пшеница,0.8,116.7,93.36000000000001
2004,Аккольский,Пшеница,0.49000000000000005,112000.0,54880.00000000001
2005,Аккольский,Пшеница,0.7,112538.0,78776.59999999999
2006,Аккольский,Пшеница,0.95,100339.0,95322.04999999999
2007,Аккольский,Пшеница,0.9,105929.0,95336.1
2008,Аккольский,Пшеница,0.4,123463.0,49385.200000000004
2009,Аккольский,Пшеница,1.27,125296.0,159125.92
2010,Аккольский,Пшеница,0.58,124065.0,71957.7
2011,Аккольский,Пшеница,1.26,108207.0,136340.82
2012,Аккольский,Пшеница,0.58,114876.0,66628.08
2013,Аккольский,Пшеница,0.8800000000000001,105960.7,93245.41600000001
2014,Аккольский,Пшеница,0.8300000000000001,101106.35,83918.27050000001
2015,Аккольский,Пшеница,1.05,89914.0,94409.7
2016,Аккольский,Пшеница,1.03,103395.0,106496.85
2017,Аккольский,Пшеница,0.93,106210.0,98775.3
2018,Аккольский,Пшеница,1.04,104623.5,108808.44
2019,Аккольский,Пшеница,0.9800000000000001,109014.7,106834.406
2020,Аккольский,Пшеница,1.2,106861.0,128233.2
2021,Аккольский,Пшеница,0.91727,117665.0,107930.57455
2022,Аккольский,Пшеница,1.08013,138977.2,150113.443036
2023,Аккольский,Пшеница,0.53,144359.5,76510.535
2024,Аккольский,Пшеница,1.4300000000000002,135000.4,193050.57200000001
2025,Аккольский,Пшеница,1.55,133984.13,207675.4015
1991,Аршалынский,Зерновые и бобовые,0.71,208000.0,147680.0
1992,Аршалынский,Зерновые и бобовые,1.8699999999999999,204000.0,381480.0
1993,Аршалынский,Зерновые и бобовые,1.22,198700.0,242414.0
1994,Аршалынский,Зерновые и бобовые,0.6799999999999999,180700.0,122875.99999999999
1995,Аршалынский,Зерновые и бобовые,0.82,172500.0,141450.0
1996,Аршалынский,Зерновые и бобовые,1.1199999999999999,175200.0,196223.99999999997
1997,Аршалынский,Зерновые и бобовые,0.65,167400.0,108810.0
1998,Аршалынский,Зерновые и бобовые,0.45999999999999996,146800.0,67528.0
1999,Аршалынский,Зерновые и бобовые,1.1400000000000001,139584.0,159125.76
2000,Аршалынский,Зерновые и бобовые,0.8300000000000001,165055.0,136995.65000000002
2001,Аршалынский,Зерновые и бобовые,0.99,180000.0,178200.0
2002,Аршалынский,Зерновые и бобовые,0.8800000000000001,180500.0,158840.00000000003
2003,Аршалынский,Зерновые и бобовые,0.63,162000.0,102060.0
2004,Аршалынский,Зерновые и бобовые,0.79,145829.0,115204.91
2005,Аршалынский,Зерновые и бобовые,0.64,150114.0,96072.96
2006,Аршалынский,Зерновые и бобовые,0.9199999999999999,140432.0,129197.43999999999
2007,Аршалынский,Зерновые и бобовые,1.28,146749.0,187838.72
2008,Аршалынский,Зерновые и бобовые,0.8099999999999999,162859.0,131915.78999999998
2009,Аршалынский,Зерновые и бобовые,1.1800000000000002,180917.0,213482.06000000003
2010,Аршалынский,Зерновые и бобовые,0.82,179400.0,147108.0
2011,Аршалынский,Зерновые и бобовые,1.26,158489.0,199696.14
2012,Аршалынский,Зерновые и бобовые,0.74,162036.0,119906.64
2013,Аршалынский,Зерновые и бобовые,1.19,165676.82,197155.4158
2014,Аршалынский,Зерновые и бобовые,1.1099999999999999,164071.21,182119.04309999998
2015,Аршалынский,Зерновые и бобовые,1.06752,165708.0,176896.60416000002
2016,Аршалынский,Зерновые и бобовые,0.9797399999999999,173125.0,169617.4875
2017,Аршалынский,Зерновые и бобовые,0.77818,173554.2,135056.407356
2018,Аршалынский,Зерновые и бобовые,1.09,171117.9,186518.511
2019,Аршалынский,Зерновые и бобовые,0.73,175421.0,128057.33
2020,Аршалынский,Зерновые и бобовые,1.31,176677.0,231446.87
2021,Аршалынский,Зерновые и бобовые,0.91585,191114.2,175031.94007
2022,Аршалынский,Зерновые и бобовые,0.8927400000000001,194289.5,173450.00823
2023,Аршалынский,Зерновые и бобовые,0.54,209119.3,112924.422
2024,Аршалынский,Зерновые и бобовые,1.3199999999999998,204994.2,270592.344
2025,Аршалынский,Зерновые и бобовые,1.33,199646.25,265529.5125
1991,Аршалынский,Пшеница,0.8300000000000001,127700.0,105991.00000000001
1992,Аршалынский,Пшеница,1.72,132200.0,227384.0
1993,Аршалынский,Пшеница,1.1199999999999999,110800.0,124095.99999999999
1994,Аршалынский,Пшеница,0.65,119200.0,77480.0
1995,Аршалынский,Пшеница,0.79,132300.0,104517.0
1996,Аршалынский,Пшеница,0.97,142300.0,138031.0
1997,Аршалынский,Пшеница,0.65,126100.0,81965.0
1998,Аршалынский,Пшеница,0.48,121600.0,58368.0
1999,Аршалынский,Пшеница,1.1,120.8,132.88
2000,Аршалынский,Пшеница,0.8099999999999999,134.4,108.86399999999999
2001,Аршалынский,Пшеница,0.9400000000000001,250.0,235.00000000000003
2002,Аршалынский,Пшеница,0.85,150.8,128.18
2003,Аршалынский,Пшеница,0.6599999999999999,111.2,73.392
2004,Аршалынский,Пшеница,0.8400000000000001,117452.0,98659.68000000001
2005,Аршалынский,Пшеница,0.63,130480.0,82202.4
2006,Аршалынский,Пшеница,0.9099999999999999,118529.0,107861.38999999998
2007,Аршалынский,Пшеница,1.2,125061.0,150073.19999999998
2008,Аршалынский,Пшеница,0.77,138203.0,106416.31
2009,Аршалынский,Пшеница,1.1300000000000001,151732.0,171457.16
2010,Аршалынский,Пшеница,0.79,151700.0,119843.0
2011,Аршалынский,Пшеница,1.26,132733.0,167243.58
2012,Аршалынский,Пшеница,0.74,135100.0,99974.0
2013,Аршалынский,Пшеница,1.1300000000000001,138177.0,156140.01
2014,Аршалынский,Пшеница,1.09,136408.2,148684.93800000002
2015,Аршалынский,Пшеница,1.08,139434.0,150588.72
2016,Аршалынский,Пшеница,0.93,147246.0,136938.78
2017,Аршалынский,Пшеница,0.77,144410.2,111195.854
2018,Аршалынский,Пшеница,1.06,142811.9,151380.614
2019,Аршалынский,Пшеница,0.74,129658.0,95946.92
2020,Аршалынский,Пшеница,1.3,135487.0,176133.1
2021,Аршалынский,Пшеница,0.9293100000000001,156580.0,145511.3598
2022,Аршалынский,Пшеница,0.91049,161501.5,147045.500735
2023,Аршалынский,Пшеница,0.54,176389.3,95250.222
2024,Аршалынский,Пшеница,1.31,167869.6,219909.176
2025,Аршалынский,Пшеница,1.34,168623.25,225955.15500000003
1991,Астраханский,Зерновые и бобовые,0.63,317900.0,200277.0
1992,Астраханский,Зерновые и бобовые,1.61,318800.0,513268.00000000006
1993,Астраханский,Зерновые и бобовые,1.0,306500.0,306500.0
1994,Астраханский,Зерновые и бобовые,0.5599999999999999,273800.0,153327.99999999997
1995,Астраханский,Зерновые и бобовые,0.55,251200.0,138160.0
1996,Астраханский,Зерновые и бобовые,0.65,225500.0,146575.0
1997,Астраханский,Зерновые и бобовые,0.51,237700.0,121227.0
1998,Астраханский,Зерновые и бобовые,0.36,210000.0,75600.0
1999,Астраханский,Зерновые и бобовые,1.3699999999999999,200100.0,274137.0
2000,Астраханский,Зерновые и бобовые,0.77,250140.0,192607.80000000002
2001,Астраханский,Зерновые и бобовые,1.0699999999999998,275000.0,294249.99999999994
2002,Астраханский,Зерновые и бобовые,0.85,310000.0,263500.0
2003,Астраханский,Зерновые и бобовые,0.8400000000000001,313400.0,263256.0
2004,Астраханский,Зерновые и бобовые,0.7,276000.0,193200.0
2005,Астраханский,Зерновые и бобовые,0.8300000000000001,277096.0,229989.68000000002
2006,Астраханский,Зерновые и бобовые,0.64,296117.0,189514.88
2007,Астраханский,Зерновые и бобовые,0.82,313057.0,256706.74
2008,Астраханский,Зерновые и бобовые,0.5900000000000001,326494.0,192631.46000000002
2009,Астраханский,Зерновые и бобовые,0.95,346579.0,329250.05
2010,Астраханский,Зерновые и бобовые,0.38,329348.0,125152.24
2011,Астраханский,Зерновые и бобовые,1.27,321747.1,408618.817
2012,Астраханский,Зерновые и бобовые,0.64,321345.0,205660.80000000002
2013,Астраханский,Зерновые и бобовые,0.99,331670.27,328353.5673
2014,Астраханский,Зерновые и бобовые,1.1099999999999999,316669.52,351503.16719999997
2015,Астраханский,Зерновые и бобовые,1.06319,322449.0,342824.55231
2016,Астраханский,Зерновые и бобовые,1.18256,328246.4,388171.06278400007
2017,Астраханский,Зерновые и бобовые,1.05431,326403.2,344130.15779200004
2018,Астраханский,Зерновые и бобовые,1.22,341800.2,416996.244
2019,Астраханский,Зерновые и бобовые,0.9,357584.3,321825.87
2020,Астраханский,Зерновые и бобовые,1.17,363875.3,425734.10099999997
2021,Астраханский,Зерновые и бобовые,1.02456,360672.66,369530.7805295999
2022,Астраханский,Зерновые и бобовые,0.9786400000000001,350401.9,342917.315416
2023,Астраханский,Зерновые и бобовые,0.6599999999999999,377805.4,249351.56399999998
2024,Астраханский,Зерновые и бобовые,1.29,355475.47,458563.3563
2025,Астраханский,Зерновые и бобовые,1.47,368543.5,541758.945
1991,Астраханский,Пшеница,0.79,252500.0,199475.0
1992,Астраханский,Пшеница,1.7600000000000002,261200.0,459712.00000000006
1993,Астраханский,Пшеница,0.9400000000000001,238900.0,224566.0
1994,Астраханский,Пшеница,0.52,219000.0,113880.0
1995,Астраханский,Пшеница,0.5599999999999999,200800.0,112447.99999999999
1996,Астраханский,Пшеница,0.62,190200.0,117924.0
1997,Астраханский,Пшеница,0.54,209100.0,112914.00000000001
1998,Астраханский,Пшеница,0.36,175800.0,63288.0
1999,Астраханский,Пшеница,1.34,175.4,235.03600000000003
2000,Астраханский,Пшеница,0.74,224.9,166.42600000000002
2001,Астраханский,Пшеница,1.04,291.2,302.848
2002,Астраханский,Пшеница,0.8300000000000001,283.2,235.056
2003,Астраханский,Пшеница,0.8099999999999999,285.0,230.85
2004,Астраханский,Пшеница,0.7,244300.0,171010.0
2005,Астраханский,Пшеница,0.82,255733.0,209701.06
2006,Астраханский,Пшеница,0.64,266384.0,170485.76
2007,Астраханский,Пшеница,0.8300000000000001,286053.0,237423.99000000002
2008,Астраханский,Пшеница,0.5900000000000001,301260.0,177743.40000000002
2009,Астраханский,Пшеница,0.95,318310.0,302394.5
2010,Астраханский,Пшеница,0.39,310685.0,121167.15000000001
2011,Астраханский,Пшеница,1.26,301916.0,380414.16
2012,Астраханский,Пшеница,0.64,289590.0,185337.6
2013,Астраханский,Пшеница,0.9800000000000001,294376.2,288488.67600000004
2014,Астраханский,Пшеница,1.1199999999999999,289373.13,324097.9056
2015,Астраханский,Пшеница,1.06,290433.0,307858.98000000004
2016,Астраханский,Пшеница,1.17,305663.4,357626.178
2017,Астраханский,Пшеница,1.06,301187.2,319258.43200000003
2018,Астраханский,Пшеница,1.19,302329.2,359771.748
2019,Астраханский,Пшеница,0.89,313846.3,279323.207
2020,Астраханский,Пшеница,1.15,332118.3,381936.045
2021,Астраханский,Пшеница,1.03108,328836.55,339056.789974
2022,Астраханский,Пшеница,0.97963,319269.4,312765.88232200005
2023,Астраханский,Пшеница,0.67,343727.9,230297.69300000003
2024,Астраханский,Пшеница,1.3,322018.57,418624.141
2025,Астраханский,Пшеница,1.45,330955.5,479885.475
1991,Атбасарский,Зерновые и бобовые,0.61,356500.0,217465.0
1992,Атбасарский,Зерновые и бобовые,1.6199999999999999,363000.0,588060.0
1993,Атбасарский,Зерновые и бобовые,1.1,363800.0,400180.00000000006
1994,Атбасарский,Зерновые и бобовые,0.8,324900.0,259920.0
1995,Атбасарский,Зерновые и бобовые,0.6900000000000001,316800.0,218592.00000000003
1996,Атбасарский,Зерновые и бобовые,0.61,317100.0,193431.0
1997,Атбасарский,Зерновые и бобовые,0.5,301900.0,150950.0
1998,Атбасарский,Зерновые и бобовые,0.27,275500.0,74385.0
1999,Атбасарский,Зерновые и бобовые,1.34,223434.0,299401.56
2000,Атбасарский,Зерновые и бобовые,0.65,287100.0,186615.0
2001,Атбасарский,Зерновые и бобовые,1.08,322508.0,348308.64
2002,Атбасарский,Зерновые и бобовые,0.8699999999999999,352470.0,306648.89999999997
2003,Атбасарский,Зерновые и бобовые,1.02,311371.0,317598.42
2004,Атбасарский,Зерновые и бобовые,0.5700000000000001,327466.0,186655.62000000002
2005,Атбасарский,Зерновые и бобовые,0.86,322786.0,277595.96
2006,Атбасарский,Зерновые и бобовые,0.8800000000000001,320664.6,282184.848
2007,Атбасарский,Зерновые и бобовые,1.06,347106.0,367932.36000000004
2008,Атбасарский,Зерновые и бобовые,0.79,365767.0,288955.93
2009,Атбасарский,Зерновые и бобовые,1.25,423283.0,529103.75
2010,Атбасарский,Зерновые и бобовые,0.51,426494.0,217511.94
2011,Атбасарский,Зерновые и бобовые,1.53,416823.0,637739.1900000001
2012,Атбасарский,Зерновые и бобовые,0.5700000000000001,416478.0,237392.46000000002
2013,Атбасарский,Зерновые и бобовые,1.0,406793.2,406793.2
2014,Атбасарский,Зерновые и бобовые,1.1099999999999999,401156.39,445283.5929
2015,Атбасарский,Зерновые и бобовые,0.99175,382538.0,379382.0615
2016,Атбасарский,Зерновые и бобовые,1.15499,395504.54,456803.7886546
2017,Атбасарский,Зерновые и бобовые,1.1861700000000002,398795.51,473039.27009670006
2018,Атбасарский,Зерновые и бобовые,1.1199999999999999,394143.6,441440.83199999994
2019,Атбасарский,Зерновые и бобовые,0.97,395123.5,383269.795
2020,Атбасарский,Зерновые и бобовые,1.1199999999999999,387609.0,434122.07999999996
2021,Атбасарский,Зерновые и бобовые,0.8469300000000001,390994.8,331145.22596400004
2022,Атбасарский,Зерновые и бобовые,1.22673,394283.7,483679.64330100006
2023,Атбасарский,Зерновые и бобовые,0.8699999999999999,417089.9,362868.213
2024,Атбасарский,Зерновые и бобовые,1.28,421235.1,539180.928
2025,Атбасарский,Зерновые и бобовые,1.58,408080.6,644767.348
1991,Атбасарский,Пшеница,0.74,270400.0,200096.0
1992,Атбасарский,Пшеница,1.6,279100.0,446560.0
1993,Атбасарский,Пшеница,1.04,273100.0,284024.0
1994,Атбасарский,Пшеница,0.7,251700.0,176190.0
1995,Атбасарский,Пшеница,0.64,259800.0,166272.0
1996,Атбасарский,Пшеница,0.58,262100.00000000003,152018.0
1997,Атбасарский,Пшеница,0.49000000000000005,250000.0,122500.00000000001
1998,Атбасарский,Пшеница,0.27,239000.0,64530.00000000001
1999,Атбасарский,Пшеница,1.31,193.8,253.87800000000001
2000,Атбасарский,Пшеница,0.64,257.5,164.8
2001,Атбасарский,Пшеница,1.0699999999999998,138.6,148.30199999999996
2002,Атбасарский,Пшеница,0.86,322.7,277.522
2003,Атбасарский,Пшеница,1.01,290.3,293.20300000000003
2004,Атбасарский,Пшеница,0.58,302055.0,175191.9
2005,Атбасарский,Пшеница,0.8400000000000001,303147.0,254643.48
2006,Атбасарский,Пшеница,0.85,294898.6,250663.80999999997
2007,Атбасарский,Пшеница,1.04,319939.0,332736.56
2008,Атбасарский,Пшеница,0.79,332247.0,262475.13
2009,Атбасарский,Пшеница,1.22,390900.0,476898.0
2010,Атбасарский,Пшеница,0.51,407775.0,207965.25
2011,Атбасарский,Пшеница,1.5,394390.0,591585.0
2012,Атбасарский,Пшеница,0.58,386307.0,224058.06
2013,Атбасарский,Пшеница,0.9400000000000001,371880.7,349567.858
2014,Атбасарский,Пшеница,1.08,358491.33,387170.6364
2015,Атбасарский,Пшеница,0.9800000000000001,340746.0,333931.08
2016,Атбасарский,Пшеница,1.08,360073.5,388879.38
2017,Атбасарский,Пшеница,1.15,352314.5,405161.675
2018,Атбасарский,Пшеница,1.09,332695.3,362637.87700000004
2019,Атбасарский,Пшеница,0.96,332532.5,319231.2
2020,Атбасарский,Пшеница,1.06,309769.0,328355.14
2021,Атбасарский,Пшеница,0.8611700000000001,325374.4,280202.67204800004
2022,Атбасарский,Пшеница,1.2268000000000001,330484.7,405438.62996000005
2023,Атбасарский,Пшеница,0.8699999999999999,347139.9,302011.713
2024,Атбасарский,Пшеница,1.16,336854.4,390751.104
2025,Атбасарский,Пшеница,1.58,313601.7,495490.68600000005
1998,Биржан сал,Зерновые и бобовые,0.19,63600.0,12084.0
1999,Биржан сал,Зерновые и бобовые,1.3199999999999998,63800.0,84215.99999999999
2000,Биржан сал,Зерновые и бобовые,1.17,88500.0,103545.0
2001,Биржан сал,Зерновые и бобовые,1.4,100851.0,141191.4
2002,Биржан сал,Зерновые и бобовые,1.34,117000.0,156780.0
2003,Биржан сал,Зерновые и бобовые,0.8800000000000001,117000.0,102960.00000000001
2004,Биржан сал,Зерновые и бобовые,0.6599999999999999,119554.0,78905.63999999998
2005,Биржан сал,Зерновые и бобовые,1.08,119727.0,129305.16
2006,Биржан сал,Зерновые и бобовые,1.31,124550.0,163160.5
2007,Биржан сал,Зерновые и бобовые,1.53,133775.0,204675.75
2008,Биржан сал,Зерновые и бобовые,0.41,170034.0,69713.94
2009,Биржан сал,Зерновые и бобовые,1.5699999999999998,176719.0,277448.82999999996
2010,Биржан сал,Зерновые и бобовые,0.6,178315.9,106989.54
2011,Биржан сал,Зерновые и бобовые,1.5699999999999998,177283.0,278334.31
2012,Биржан сал,Зерновые и бобовые,0.55,169207.0,93063.85
2013,Биржан сал,Зерновые и бобовые,1.05,124948.7,131196.135
2014,Биржан сал,Зерновые и бобовые,1.19,106985.71,127312.9949
2015,Биржан сал,Зерновые и бобовые,1.11996,139289.0,155998.10844
2016,Биржан сал,Зерновые и бобовые,1.05605,127921.0,135090.97204999998
2017,Биржан сал,Зерновые и бобовые,0.8703099999999999,113859.0,99092.62628999999
2018,Биржан сал,Зерновые и бобовые,1.29,120252.5,155125.725
2019,Биржан сал,Зерновые и бобовые,1.0,122084.5,122084.5
2020,Биржан сал,Зерновые и бобовые,1.28,134848.7,172606.336
2021,Биржан сал,Зерновые и бобовые,0.7053499999999999,163555.0,115363.51924999998
2022,Биржан сал,Зерновые и бобовые,0.74119,157131.8,116464.51884199999
2023,Биржан сал,Зерновые и бобовые,0.5700000000000001,151245.1,86209.70700000001
2024,Биржан сал,Зерновые и бобовые,1.7399999999999998,136164.2,236925.70799999998
2025,Биржан сал,Зерновые и бобовые,1.75,150608.2,263564.35000000003
1998,Биржан сал,Пшеница,0.16999999999999998,58000.0,9860.0
1999,Биржан сал,Пшеница,1.33,61.3,81.529
2000,Биржан сал,Пшеница,1.16,81.6,94.65599999999999
2001,Биржан сал,Пшеница,1.3900000000000001,89.7,124.68300000000002
2002,Биржан сал,Пшеница,1.34,111.5,149.41
2003,Биржан сал,Пшеница,0.8800000000000001,110.7,97.41600000000001
2004,Биржан сал,Пшеница,0.65,112400.0,73060.0
2005,Биржан сал,Пшеница,1.08,112707.0,121723.56000000001
2006,Биржан сал,Пшеница,1.33,113546.0,151016.18000000002
2007,Биржан сал,Пшеница,1.5699999999999998,121893.0,191372.00999999998
2008,Биржан сал,Пшеница,0.41,150693.0,61784.13
2009,Биржан сал,Пшеница,1.54,155394.0,239306.76
2010,Биржан сал,Пшеница,0.61,155099.9,94610.939
2011,Биржан сал,Пшеница,1.58,159783.0,252457.14
2012,Биржан сал,Пшеница,0.55,152768.0,84022.40000000001
2013,Биржан сал,Пшеница,0.99,101579.7,100563.90299999999
2014,Биржан сал,Пшеница,1.17,81016.43,94789.22309999999
2015,Биржан сал,Пшеница,1.15,120515.0,138592.25
2016,Биржан сал,Пшеница,1.04,110044.0,114445.76000000001
2017,Биржан сал,Пшеница,1.06,81904.0,86818.24
2018,Биржан сал,Пшеница,1.31,87156.0,114174.36
2019,Биржан сал,Пшеница,1.05,75573.0,79351.65000000001
2020,Биржан сал,Пшеница,1.27,103532.7,131486.529
2021,Биржан сал,Пшеница,0.6806,130100.19,88546.189314
2022,Биржан сал,Пшеница,0.7485299999999999,131703.5,98584.020855
2023,Биржан сал,Пшеница,0.58,116575.9,67614.022
2024,Биржан сал,Пшеница,1.73,114924.2,198818.86599999998
2025,Биржан сал,Пшеница,1.7600000000000002,126822.2,223207.07200000001
1991,Буландынский,Зерновые и бобовые,0.8099999999999999,175700.0,142317.0
1992,Буландынский,Зерновые и бобовые,1.95,176700.0,344565.0
1993,Буландынский,Зерновые и бобовые,1.01,173300.0,175033.0
1994,Буландынский,Зерновые и бобовые,1.0,170200.0,170200.0
1995,Буландынский,Зерновые и бобовые,0.8099999999999999,173300.0,140373.0
1996,Буландынский,Зерновые и бобовые,0.55,172100.0,94655.00000000001
1997,Буландынский,Зерновые и бобовые,0.6599999999999999,147700.0,97481.99999999999
1998,Буландынский,Зерновые и бобовые,0.44000000000000006,146300.0,64372.00000000001
1999,Буландынский,Зерновые и бобовые,1.3199999999999998,150000.0,197999.99999999997
2000,Буландынский,Зерновые и бобовые,0.78,165005.0,128703.90000000001
2001,Буландынский,Зерновые и бобовые,0.8699999999999999,191492.0,166598.03999999998
2002,Буландынский,Зерновые и бобовые,0.64,202066.0,129322.24
2003,Буландынский,Зерновые и бобовые,0.82,180850.0,148297.0
2004,Буландынский,Зерновые и бобовые,0.64,194001.0,124160.64
2005,Буландынский,Зерновые и бобовые,0.95,178171.0,169262.44999999998
2006,Буландынский,Зерновые и бобовые,1.17,188787.4,220881.25799999997
2007,Буландынский,Зерновые и бобовые,1.16,198508.8,230270.20799999998
2008,Буландынский,Зерновые и бобовые,0.65,217375.0,141293.75
2009,Буландынский,Зерновые и бобовые,1.42,229151.6,325395.272
2010,Буландынский,Зерновые и бобовые,0.6900000000000001,225786.1,155792.409
2011,Буландынский,Зерновые и бобовые,1.6300000000000001,226347.0,368945.61000000004
2012,Буландынский,Зерновые и бобовые,0.8800000000000001,221140.0,194603.2
2013,Буландынский,Зерновые и бобовые,1.0,213054.21,213054.21
2014,Буландынский,Зерновые и бобовые,1.09,191738.09,208994.51810000002
2015,Буландынский,Зерновые и бобовые,1.24563,191066.0,237997.54158
2016,Буландынский,Зерновые и бобовые,1.32492,199405.33,264196.1098236
2017,Буландынский,Зерновые и бобовые,1.03916,201286.0,209168.35976000002
2018,Буландынский,Зерновые и бобовые,1.35,205821.9,277859.565
2019,Буландынский,Зерновые и бобовые,1.17,201158.6,235355.562
2020,Буландынский,Зерновые и бобовые,1.34,200466.9,268625.646
2021,Буландынский,Зерновые и бобовые,0.9887600000000001,196141.6,193936.96841600002
2022,Буландынский,Зерновые и бобовые,1.5118800000000001,193099.5,291943.27206000005
2023,Буландынский,Зерновые и бобовые,0.75,211693.0,158769.75
2024,Буландынский,Зерновые и бобовые,1.97,195104.9,384356.653
2025,Буландынский,Зерновые и бобовые,2.35,202921.2,476864.82000000007
1991,Буландынский,Пшеница,0.85,92900.0,78965.0
1992,Буландынский,Пшеница,1.95,96300.0,187785.0
1993,Буландынский,Пшеница,0.97,86500.0,83905.0
1994,Буландынский,Пшеница,0.9099999999999999,106200.0,96641.99999999999
1995,Буландынский,Пшеница,0.85,122300.0,103955.0
1996,Буландынский,Пшеница,0.53,126500.0,67045.0
1997,Буландынский,Пшеница,0.71,109300.0,77603.0
1998,Буландынский,Пшеница,0.44000000000000006,125100.0,55044.00000000001
1999,Буландынский,Пшеница,1.33,127.1,169.043
2000,Буландынский,Пшеница,0.76,144.2,109.592
2001,Буландынский,Пшеница,0.8699999999999999,165.7,144.15899999999996
2002,Буландынский,Пшеница,0.63,178.7,112.58099999999999
2003,Буландынский,Пшеница,0.8099999999999999,157.7,127.73699999999998
2004,Буландынский,Пшеница,0.64,174494.0,111676.16
2005,Буландынский,Пшеница,0.95,158604.0,150673.8
2006,Буландынский,Пшеница,1.16,169343.0,196437.87999999998
2007,Буландынский,Пшеница,1.1400000000000001,176235.6,200908.58400000003
2008,Буландынский,Пшеница,0.64,188106.7,120388.28800000002
2009,Буландынский,Пшеница,1.33,200483.5,266643.055
2010,Буландынский,Пшеница,0.6900000000000001,204271.8,140947.54200000002
2011,Буландынский,Пшеница,1.58,204847.0,323658.26
2012,Буландынский,Пшеница,0.89,192113.0,170980.57
2013,Буландынский,Пшеница,0.9099999999999999,187650.51,170761.96409999998
2014,Буландынский,Пшеница,1.05,157355.51,165223.28550000003
2015,Буландынский,Пшеница,1.24,159864.4,198231.856
2016,Буландынский,Пшеница,1.26,169202.93,213195.6918
2017,Буландынский,Пшеница,1.3,162887.6,211753.88
2018,Буландынский,Пшеница,1.28,163585.5,209389.44
2019,Буландынский,Пшеница,1.1800000000000002,157981.0,186417.58000000002
2020,Буландынский,Пшеница,1.28,165355.9,211655.552
2021,Буландынский,Пшеница,1.0009299999999999,165960.5,166114.84326499997
2022,Буландынский,Пшеница,1.52152,162618.0,247426.53936
2023,Буландынский,Пшеница,0.75,178600.8,133950.59999999998
2024,Буландынский,Пшеница,1.9,160307.9,304585.00999999995
2025,Буландынский,Пшеница,2.33,163904.4,381897.252
1998,Бурабайский,Зерновые и бобовые,0.5,139600.0,69800.0
1999,Бурабайский,Зерновые и бобовые,1.7899999999999998,137000.0,245229.99999999997
2000,Бурабайский,Зерновые и бобовые,1.08,160756.0,173616.48
2001,Бурабайский,Зерновые и бобовые,1.6199999999999999,164047.0,265756.13999999996
2002,Бурабайский,Зерновые и бобовые,1.21,168569.0,203968.49
2003,Бурабайский,Зерновые и бобовые,1.03,167835.0,172870.05000000002
2004,Бурабайский,Зерновые и бобовые,0.8699999999999999,152225.0,132435.74999999997
2005,Бурабайский,Зерновые и бобовые,1.23,150148.0,184682.04
2006,Бурабайский,Зерновые и бобовые,1.42,147428.5,209348.47
2007,Бурабайский,Зерновые и бобовые,1.3,147339.7,191541.61000000002
